,Unnamed: 0,dates,volumes,prices,id
0,0,"['2022-02-19T00:00:00.000Z', '2022-02-20T00:00:00.000Z', '2022-02-21T00:00:00.000Z', '2022-02-22T00:00:00.000Z', '2022-02-23T00:00:00.000Z', '2022-02-24T00:00:00.000Z', '2022-02-25T00:00:00.000Z', '2022-02-26T00:00:00.000Z', '2022-02-27T00:00:00.000Z', '2022-02-28T00:00:00.000Z', '2022-03-01T00:00:00.000Z', '2022-03-02T00:00:00.000Z', '2022-03-03T00:00:00.000Z', '2022-03-04T00:00:00.000Z', '2022-03-05T00:00:00.000Z', '2022-03-06T00:00:00.000Z', '2022-03-07T00:00:00.000Z', '2022-03-08T00:00:00.000Z', '2022-03-09T00:00:00.000Z', '2022-03-10T00:00:00.000Z', '2022-03-11T00:00:00.000Z', '2022-03-12T00:00:00.000Z', '2022-03-13T00:00:00.000Z', '2022-03-14T00:00:00.000Z', '2022-03-15T00:00:00.000Z', '2022-03-16T00:00:00.000Z', '2022-03-17T00:00:00.000Z', '2022-03-18T00:00:00.000Z', '2022-03-19T00:00:00.000Z', '2022-03-20T00:00:00.000Z', '2022-03-21T00:00:00.000Z', '2022-03-22T00:00:00.000Z', '2022-03-23T00:00:00.000Z', '2022-03-24T00:00:00.000Z', '2022-03-25T00:00:00.000Z', '2022-03-26T00:00:00.000Z', '2022-03-27T00:00:00.000Z', '2022-03-28T00:00:00.000Z', '2022-03-29T00:00:00.000Z', '2022-03-30T00:00:00.000Z', '2022-03-31T00:00:00.000Z', '2022-04-01T00:00:00.000Z', '2022-04-02T00:00:00.000Z', '2022-04-03T00:00:00.000Z', '2022-04-04T00:00:00.000Z', '2022-04-05T00:00:00.000Z', '2022-04-06T00:00:00.000Z', '2022-04-07T00:00:00.000Z', '2022-04-08T00:00:00.000Z', '2022-04-09T00:00:00.000Z', '2022-04-10T00:00:00.000Z', '2022-04-11T00:00:00.000Z', '2022-04-12T00:00:00.000Z', '2022-04-13T00:00:00.000Z', '2022-04-14T00:00:00.000Z', '2022-04-15T00:00:00.000Z', '2022-04-16T00:00:00.000Z', '2022-04-17T00:00:00.000Z', '2022-04-18T00:00:00.000Z', '2022-04-19T00:00:00.000Z', '2022-04-20T00:00:00.000Z', '2022-04-21T00:00:00.000Z', '2022-04-22T00:00:00.000Z', '2022-04-23T00:00:00.000Z', '2022-04-24T00:00:00.000Z', '2022-04-25T00:00:00.000Z', '2022-04-26T00:00:00.000Z', '2022-04-27T00:00:00.000Z', '2022-04-28T00:00:00.000Z', '2022-04-29T00:00:00.000Z', '2022-04-30T00:00:00.000Z', '2022-05-01T00:00:00.000Z', '2022-05-02T00:00:00.000Z', '2022-05-03T00:00:00.000Z', '2022-05-04T00:00:00.000Z', '2022-05-05T00:00:00.000Z', '2022-05-06T00:00:00.000Z', '2022-05-07T00:00:00.000Z', '2022-05-08T00:00:00.000Z', '2022-05-09T00:00:00.000Z', '2022-05-10T00:00:00.000Z', '2022-05-11T00:00:00.000Z', '2022-05-12T00:00:00.000Z', '2022-05-13T00:00:00.000Z', '2022-05-14T00:00:00.000Z', '2022-05-15T00:00:00.000Z', '2022-05-16T00:00:00.000Z', '2022-05-17T00:00:00.000Z', '2022-05-18T00:00:00.000Z']","[528309995.18901426, 427669899.3011917, 599760281.6641613, 894107520.4318889, 949809420.2482151, 784321273.9897054, 1619561461.9435837, 691977384.430455, 451610517.8795402, 517622667.6429353, 780256611.9021064, 774338754.4130082, 544237018.4356496, 432006021.3405886, 476015683.3675569, 316156036.5541792, 274589067.4375877, 440650453.1726504, 397024657.8601514, 419891779.5513492, 380725241.0459421, 334075576.9721584, 189536588.52836543, 324187015.5616254, 394507639.03507656, 330537828.4086764, 512013259.90152067, 354868886.6762477, 316103215.8232812, 459177688.7343939, 370618466.5385091, 537147920.2153898, 706758830.9963534, 1497483919.697831, 1568398419.7986286, 1095154750.081818, 632606699.3121781, 605033677.0973306, 1156638603.3411279, 788079702.992853, 638915366.148801, 849907773.5184424, 769761441.4780651, 566247507.3187488, 437326879.20119685, 1169610352.2586377, 513973293.2180301, 891917864.6162716, 537083777.6186956, 461735703.9308688, 278116535.49089116, 267754565.02831772, 701222405.6579928, 526390045.24576145, 358336216.5540664, 347373194.4842249, 222585067.42256978, 185461857.8267506, 196192459.51463398, 498675392.4168704, 322428324.0018825, 365574538.07715833, 379369159.4844794, 307221751.0058361, 165492556.3840626, 208662278.55004966, 580439010.0892352, 498690408.3417851, 436146546.61253107, 384330456.0558619, 417357368.9347889, 423210247.3572909, 438776371.41940457, 355142449.1094276, 272848481.54524773, 782728901.4900484, 1017882665.6730181, 696588813.9404749, 377686905.54390377, 565615196.2848419, 1333996734.339976, 1327049240.218853, 1724680956.9914284, 1854372907.193279, 871130129.5069963, 473987641.4466121, 436264170.9292206, 523081825.49860746, 377051120.72713906]","[0.99842767, 0.99835904, 0.93390281, 0.86008391, 0.8890819, 0.86878017, 0.85519131, 0.89933616, 0.88932869, 0.86065256, 0.96248772, 0.96382533, 0.94011114, 0.90447311, 0.84484395, 0.8657872, 0.82616819, 0.79655399, 0.80291224, 0.8506437, 0.80872438, 0.79162357, 0.79394241, 0.79206302, 0.8040854, 0.80007587, 0.83864397, 0.83726016, 0.85396468, 0.90248453, 0.87875418, 0.916913134518, 0.975629361901, 1.109047514814, 1.130445487442, 1.09850126498, 1.1558334763, 1.182043266751, 1.1741414381770001, 1.188309861613, 1.188684923689, 1.143547358885, 1.162998717377, 1.160184231385, 1.186787636923, 1.215927969267, 1.17272866794, 1.06185299658, 1.09176085342, 1.026540210718, 1.045547819412, 1.033691127703, 0.923471252999, 0.955979103394, 0.973316395032, 0.935408226953, 0.957004367047, 0.953911638263, 0.916819723957, 0.938366187904, 0.95279588314, 0.936632584805, 0.909468125681, 0.906961140092, 0.89035525096, 0.885813447348, 0.899002490866, 0.826456931377, 0.839837732038, 0.842882466832, 0.805727543739, 0.759427993731, 0.791885004445, 0.782615743125, 0.772872302422, 0.897476395855, 0.791080165698, 0.785614602568, 0.764233213658, 0.740224277644, 0.616150551531, 0.628340363413, 0.515768587676, 0.475991904383, 0.530592259302, 0.540667558294, 0.595234551203, 0.55677449452, 0.579938138968]",7
1,1,"['2022-02-19T00:00:00.000Z', '2022-02-20T00:00:00.000Z', '2022-02-21T00:00:00.000Z', '2022-02-22T00:00:00.000Z', '2022-02-23T00:00:00.000Z', '2022-02-24T00:00:00.000Z', '2022-02-25T00:00:00.000Z', '2022-02-26T00:00:00.000Z', '2022-02-27T00:00:00.000Z', '2022-02-28T00:00:00.000Z', '2022-03-01T00:00:00.000Z', '2022-03-02T00:00:00.000Z', '2022-03-03T00:00:00.000Z', '2022-03-04T00:00:00.000Z', '2022-03-05T00:00:00.000Z', '2022-03-06T00:00:00.000Z', '2022-03-07T00:00:00.000Z', '2022-03-08T00:00:00.000Z', '2022-03-09T00:00:00.000Z', '2022-03-10T00:00:00.000Z', '2022-03-11T00:00:00.000Z', '2022-03-12T00:00:00.000Z', '2022-03-13T00:00:00.000Z', '2022-03-14T00:00:00.000Z', '2022-03-15T00:00:00.000Z', '2022-03-16T00:00:00.000Z', '2022-03-17T00:00:00.000Z', '2022-03-18T00:00:00.000Z', '2022-03-19T00:00:00.000Z', '2022-03-20T00:00:00.000Z', '2022-03-21T00:00:00.000Z', '2022-03-22T00:00:00.000Z', '2022-03-23T00:00:00.000Z', '2022-03-24T00:00:00.000Z', '2022-03-25T00:00:00.000Z', '2022-03-26T00:00:00.000Z', '2022-03-27T00:00:00.000Z', '2022-03-28T00:00:00.000Z', '2022-03-29T00:00:00.000Z', '2022-03-30T00:00:00.000Z', '2022-03-31T00:00:00.000Z', '2022-04-01T00:00:00.000Z', '2022-04-02T00:00:00.000Z', '2022-04-03T00:00:00.000Z', '2022-04-04T00:00:00.000Z', '2022-04-05T00:00:00.000Z', '2022-04-06T00:00:00.000Z', '2022-04-07T00:00:00.000Z', '2022-04-08T00:00:00.000Z', '2022-04-09T00:00:00.000Z', '2022-04-10T00:00:00.000Z', '2022-04-11T00:00:00.000Z', '2022-04-12T00:00:00.000Z', '2022-04-13T00:00:00.000Z', '2022-04-14T00:00:00.000Z', '2022-04-15T00:00:00.000Z', '2022-04-16T00:00:00.000Z', '2022-04-17T00:00:00.000Z', '2022-04-18T00:00:00.000Z', '2022-04-19T00:00:00.000Z', '2022-04-20T00:00:00.000Z', '2022-04-21T00:00:00.000Z', '2022-04-22T00:00:00.000Z', '2022-04-23T00:00:00.000Z', '2022-04-24T00:00:00.000Z', '2022-04-25T00:00:00.000Z', '2022-04-26T00:00:00.000Z', '2022-04-27T00:00:00.000Z', '2022-04-28T00:00:00.000Z', '2022-04-29T00:00:00.000Z', '2022-04-30T00:00:00.000Z', '2022-05-01T00:00:00.000Z', '2022-05-02T00:00:00.000Z', '2022-05-03T00:00:00.000Z', '2022-05-04T00:00:00.000Z', '2022-05-05T00:00:00.000Z', '2022-05-06T00:00:00.000Z', '2022-05-07T00:00:00.000Z', '2022-05-08T00:00:00.000Z', '2022-05-09T00:00:00.000Z', '2022-05-10T00:00:00.000Z', '2022-05-11T00:00:00.000Z', '2022-05-12T00:00:00.000Z', '2022-05-13T00:00:00.000Z', '2022-05-14T00:00:00.000Z', '2022-05-15T00:00:00.000Z', '2022-05-16T00:00:00.000Z', '2022-05-17T00:00:00.000Z', '2022-05-18T00:00:00.000Z']","[715837468.3420994, 475554774.62111497, 875671934.5598015, 1244510795.8827822, 925735822.2628238, 1051431938.9685277, 2280299922.645651, 1272880172.4613163, 725970595.8200202, 826545524.0116248, 1492196736.312252, 1415711778.71366, 1608914210.1417744, 999678713.6327894, 1082400018.8778546, 614856936.2786703, 648057178.2176336, 1019183125.3421743, 857409898.958978, 1099569530.0372875, 914622232.1633667, 793906824.8880264, 426916506.92094207, 594691174.3530558, 709369888.8599706, 690626424.8575444, 975060873.2079697, 897244808.4721202, 963242253.1449918, 825345961.3828338, 564762206.9670069, 751594788.0805238, 884493495.5496346, 1026662966.0138336, 1753810853.5352974, 1219193459.9197714, 680862781.6988629, 848780363.8411063, 1685112712.3641043, 1749548750.8221488, 2270993381.670286, 3077006032.7364264, 3454988796.7888618, 2620115805.8254495, 1972600409.567698, 2150611930.0619226, 1678027440.7606804, 2521507483.4512196, 1894691645.5540137, 1725602899.6257646, 851547441.1148319, 889250470.2058604, 1631844743.4333086, 1677286388.6286037, 1178932819.2232656, 1181679881.8655977, 720884941.8937068, 542043834.7346827, 751179477.7301494, 1360027645.2354548, 1216843271.0408137, 1252044677.261046, 1324893791.3082328, 917703628.9525588, 600865259.277523, 611591749.5450363, 1168952873.453984, 992801200.9505721, 954869703.2474637, 992887019.4723854, 936030001.2799577, 879663103.3591417, 1085861130.1237953, 942499867.7815856, 753649509.869992, 1100464161.8407686, 1445601995.728985, 1254527453.0891566, 877244647.3416537, 1127408393.0449378, 2141465164.328028, 2844085273.2830496, 3656264437.9501023, 3573065280.2302732, 1951799435.8429668, 1268100076.1472425, 1188863278.769611, 1388681613.8751192, 1225004661.7390752]","[90.14496465, 91.38897444, 90.98071718, 83.16784863, 86.45898655, 84.80763021, 89.4527055, 92.77229062, 90.2580061, 85.8389366, 99.687438, 98.71402837, 100.74958243, 95.66430727, 88.31656256, 89.6564624, 84.7452164, 82.02022287, 82.39295228, 88.20318885, 83.06164277, 80.75461173, 81.58272136, 79.00677358, 81.25248786, 83.01739306, 87.88976096, 87.96286612, 89.94287712, 92.6097809, 88.77403421, 88.867946008272, 90.571883531139, 95.315472079166, 102.41573943089, 98.869350889855, 102.159002501954, 107.314423976517, 106.520106007541, 111.413006844825, 120.599864821033, 122.71778206834, 133.995070624895, 132.818874178914, 136.953556019776, 132.565547034306, 126.85840676919, 113.946926036089, 118.81490626355, 110.042938076831, 113.070701848418, 111.985787503773, 99.810534208013, 103.579099035996, 105.028582874614, 101.107554435165, 101.498923868403, 102.211037170447, 100.331224663423, 102.33446853828, 108.575293596214, 105.585419246527, 101.742555135311, 100.694459736646, 100.945515380679, 99.433735373124, 101.254056796373, 95.715382531884, 98.323009029494, 98.127684621107, 93.983614971909, 85.155052524889, 89.726967081427, 87.637549620442, 85.922144769302, 92.766299526701, 84.554930607204, 81.837419129938, 79.096036323687, 75.063667354508, 63.611289764105, 66.622682489916, 50.516547365649, 44.80351066811, 48.684128484206, 52.51433651021, 58.222557139333, 53.64518441757, 57.233050963155]",5663
