,id,rank,slug,name,symbol,category,rounds,tokenRole,totalTokensForSale
69,147,166,telcoin,Telcoin,TEL,Mobile,"[{'startDate': '2017-12-12', 'endDate': '2017-12-31', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.0013, 'hardCap': 25000000, 'raise': 25000000}, 'BTC': {'price': 9.6e-08}, 'ETH': {'price': 1.8165e-06}}}]",,
70,1235,167,republic-protocol,Ren,REN,DeFi,"[{'startDate': '2018-02-03', 'endDate': '2018-02-03', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.0571, 'hardCap': 34400000, 'raise': 34299022}, 'BTC': {'price': 6.36759437250711e-06}, 'ETH': {'price': 5.814e-05, 'hardCap': 35000}}}]",,
71,3455,169,constellation,Constellation Labs,DAG,Blockchain infrastructure,"[{'endDate': '2018-06-15', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.0345}, 'BTC': {'price': 5.27340705659903e-06}, 'ETH': {'price': 6.667e-05}}}]",,
72,87,171,polymath-network,Polymath,POLY,Blockchain Service,"[{'endDate': '2018-01-13', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.4, 'raise': 96194697}, 'BTC': {'price': 2.82931876597472e-05}, 'ETH': {'price': 0.000301512115910897}}}]",,
73,169902,172,aleph-zero,Aleph Zero,AZERO,Blockchain infrastructure,"[{'type': 'Seed', 'tokensForSale': 50000000, 'values': {'USD': {'price': 0.04, 'raise': 2000000}}}, {'type': 'Seed', 'tokensForSale': 50000000, 'values': {'USD': {'price': 0.057, 'raise': 2850000}}}, {'startDate': '2021-10-05', 'endDate': '2021-10-07', 'type': 'ICO', 'tokensForSale': 100000000, 'values': {'USD': {'price': 0.1, 'raise': 10000000}}}]",Utility,
74,29464,178,casper,Casper,CSPR,Blockchain infrastructure,"[{'startDate': '2021-03-23', 'endDate': '2021-03-23', 'type': 'ICO', 'tokensForSale': 800000000, 'values': {'USD': {'price': 0.015, 'raise': 12000000}}}, {'startDate': '2021-03-25', 'endDate': '2021-03-25', 'type': 'ICO', 'tokensForSale': 400000000, 'values': {'USD': {'price': 0.02, 'raise': 8000000}}}, {'startDate': '2021-03-26', 'endDate': '2021-03-26', 'type': 'ICO', 'tokensForSale': 400000000, 'values': {'USD': {'price': 0.03, 'raise': 12000000}}}, {'type': 'Private', 'tokensForSale': 0, 'values': {'USD': {'price': 0.01, 'raise': 14000000}}}, {'type': 'Private/Pre-sale', 'tokensForSale': 0, 'values': {'USD': {'price': 0.015, 'raise': 11900000}}}, {'startDate': '2021-04-07', 'endDate': '2021-04-08', 'type': 'ICO', 'tokensForSale': 100000000, 'values': {'USD': {'price': 0.015, 'raise': 1500000}}}, {'type': 'Seed', 'tokensForSale': 0, 'values': {'USD': {'raise': 14500000}}}]",,
75,21402,179,serum,Serum,SRM,Exchange token,"[{'startDate': '2020-08-07', 'endDate': '2020-08-07', 'type': 'IEO', 'tokensForSale': 3000000, 'values': {'USD': {'price': 0.17, 'raise': 510000}}, 'ieoPlatformExchange': {'id': 84, 'name': 'AscendEX', 'slug': 'bitmax'}}, {'startDate': '2020-08-07', 'endDate': '2020-08-07', 'type': 'IEO', 'tokensForSale': 3000000, 'values': {'USD': {'price': 0.17, 'raise': 510000}}, 'ieoPlatformExchange': {'id': 127, 'name': 'FTX', 'slug': 'ftx'}}]",Utility,
76,319,182,swissborg,SwissBorg,CHSB,Financial services,"[{'startDate': '2017-12-07', 'endDate': '2018-01-10', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.1, 'hardCap': 50000000, 'raise': 50000000}, 'BTC': {'price': 6.833e-06}, 'ETH': {'price': 0.0002374}}}]",,
77,90594,183,metisdao,MetisDAO,METIS,Blockchain Service,"[{'startDate': '2021-05-13', 'endDate': '2021-05-13', 'type': 'IDO', 'tokensForSale': 20000, 'values': {'USD': {'price': 5, 'raise': 100000}}}, {'startDate': '2021-05-13', 'endDate': '2021-05-13', 'type': 'IEO', 'tokensForSale': 10000, 'values': {'USD': {'price': 5, 'raise': 50000}}, 'ieoPlatformExchange': {'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}}, {'type': 'Private', 'tokensForSale': 700000, 'values': {}}, {'type': 'Seed', 'tokensForSale': 600000, 'values': {}}, {'type': 'Strategic', 'tokensForSale': 150000, 'values': {}}]",Utility,
78,3915,186,nucypher,NuCypher,NU,Network,"[{'startDate': '2017-12-12', 'endDate': '2017-12-12', 'type': 'Private', 'tokensForSale': 310000000, 'values': {'USD': {'price': 0.0142, 'raise': 4400000}}}, {'startDate': '2019-07-10', 'endDate': '2019-07-10', 'type': 'Private', 'tokensForSale': 80000000, 'values': {'USD': {'price': 0.13, 'raise': 10700000}}}, {'startDate': '2016-09-08', 'endDate': '2016-09-08', 'type': 'Private', 'tokensForSale': 0, 'values': {'USD': {'raise': 750000}}}]",Utility,
79,29958,187,illuvium,Illuvium,ILV,Gaming,"[{'type': 'Seed', 'tokensForSale': 1500000, 'values': {'USD': {'price': 3.33, 'raise': 5000000}}}, {'startDate': '2021-03-30', 'endDate': '2021-03-30', 'type': 'IDO', 'tokensForSale': 1000000, 'values': {'USD': {'price': 50}}}, {'type': 'Seed', 'tokensForSale': 500000, 'values': {}}]",,
80,3924,191,celer-network,Celer Network,CELR,Blockchain Service,"[{'startDate': '2019-03-19', 'endDate': '2019-03-19', 'type': 'IEO', 'tokensForSale': 600000000, 'values': {'USD': {'price': 0.0067, 'raise': 4000000}, 'BNB': {'price': 0.000434}}, 'ieoPlatformExchange': {'id': 2, 'name': 'Binance', 'slug': 'binance'}}, {'startDate': '2018-07-01', 'endDate': '2018-07-31', 'type': 'Private/Pre-sale', 'tokensForSale': 1500000000, 'values': {'USD': {'price': 0.015, 'raise': 30000000}}}]",,3300000000.0
81,5323,192,nervos,Nervos Network,CKB,Blockchain infrastructure,"[{'startDate': '2019-10-16', 'endDate': '2019-10-25', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.01, 'raise': 69487295}}}, {'endDate': '2018-07-01', 'type': 'Private/Pre-sale', 'tokensForSale': 0, 'values': {'USD': {'hardCap': 28000000, 'price': 0.006, 'raise': 28000000}}}]",Utility,
82,7505,196,chromia,Chromia,CHR,Blockchain Service,"[{'startDate': '2019-05-28', 'endDate': '2019-05-28', 'type': 'IEO', 'tokensForSale': 40000000, 'values': {'USD': {'price': 0.05, 'raise': 2000000}, 'KCS': {'price': 0.0455}}, 'ieoPlatformExchange': {'id': 36, 'name': 'Kucoin', 'slug': 'kucoin'}}, {'endDate': '2018-08-04', 'type': 'Private/Pre-sale', 'tokensForSale': 179600000, 'values': {'USD': {'price': 0.058}}}]",Utility,219600000.0
83,8025,199,wink-token,WINkLink,WIN,Blockchain Service,"[{'startDate': '2019-07-24', 'endDate': '2019-07-30', 'type': 'IEO', 'tokensForSale': 49950000000, 'values': {'USD': {'price': 0.0001201, 'raise': 6000000}}, 'ieoPlatformExchange': {'id': 2, 'name': 'Binance', 'slug': 'binance'}}, {'type': 'Private/Pre-sale', 'tokensForSale': 149850000000, 'values': {'USD': {'price': 6.673e-05, 'raise': 10000000}}}]",Utility,199800000000.0
84,3917,201,keep-network,Keep network,KEEP,Blockchain Service,"[{'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'raise': 30000000}}}]",,
85,7847,202,ultra,Ultra,UOS,Gaming,"[{'startDate': '2019-07-16', 'endDate': '2019-07-17', 'type': 'IEO', 'tokensForSale': 100000000, 'values': {'USD': {'price': 0.05, 'hardCap': 5000000, 'raise': 5000000}}}]",Utility,
86,79,203,dent,Dent,DENT,Marketplace,"[{'endDate': '2017-07-26', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.0006}, 'BTC': {'price': 2.39520666703835e-07}, 'ETH': {'price': 3.00089772487679e-06}}}]",,
87,148780,204,coin-98,Coin98,C98,DeFi,"[{'startDate': '2021-07-16', 'endDate': '2021-07-23', 'type': 'IEO', 'tokensForSale': 50000000, 'values': {'USD': {'price': 0.075, 'raise': 3750000}}, 'ieoPlatformExchange': {'id': 2, 'name': 'Binance', 'slug': 'binance'}}, {'type': 'Strategic', 'tokensForSale': 150000000, 'values': {'USD': {'price': 0.075, 'raise': 11250000}}}, {'type': 'Seed', 'tokensForSale': 50000000, 'values': {'USD': {'price': 0.025, 'raise': 1250000}}}]",,
88,21912,205,perpetual-protocol,Perpetual Protocol,PERP,DeFi,"[{'type': 'Private', 'tokensForSale': 28750000, 'values': {'USD': {'price': 0.08, 'raise': 2300000}}}, {'startDate': '2020-09-09', 'endDate': '2020-09-12', 'type': 'ICO', 'tokensForSale': 7500000, 'values': {}}]",Utility,
89,26124,209,persistence,Persistence,XPRT,DeFi,"[{'startDate': '2021-03-31', 'endDate': '2021-03-31', 'type': 'IEO', 'tokensForSale': 1000000, 'values': {'USD': {'price': 0.4}}, 'ieoPlatformExchange': {'id': 84, 'name': 'AscendEX', 'slug': 'bitmax'}}, {'type': 'Pre-sale', 'tokensForSale': 10000000, 'values': {'USD': {'price': 0.1, 'raise': 1000000}}}, {'type': 'Private', 'tokensForSale': 6000000, 'values': {'USD': {'price': 0.25, 'raise': 1500000}}}, {'type': 'Seed', 'tokensForSale': 8000000, 'values': {'USD': {'price': 0.15, 'raise': 1200000}}}]",Utility,
90,6474,211,fetch-ai,Fetch AI,FET,Artificial Intelligence,"[{'startDate': '2019-02-25', 'endDate': '2019-02-25', 'type': 'IEO', 'tokensForSale': 69205152, 'values': {'USD': {'price': 0.0867, 'raise': 6000000}, 'BTC': {'price': 2.28e-05}}, 'ieoPlatformExchange': {'id': 2, 'name': 'Binance', 'slug': 'binance'}}, {'startDate': '2018-03-01', 'endDate': '2018-09-24', 'type': 'Private/Pre-sale', 'tokensForSale': 0, 'values': {'USD': {'price': 0.05267, 'raise': 17000000}}}]",Utility,230599515.0
91,147914,215,floki-inu-new,Floki Inu,FLOKI,Meme,"[{'startDate': '2021-09-16', 'endDate': '2021-09-16', 'type': 'IEO', 'tokensForSale': 2000000000, 'values': {'USD': {'price': 4.58e-05, 'raise': 91600}}, 'ieoPlatformExchange': {'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}}]",Utility,
92,20041,216,wazirx,WazirX,WRX,Exchange token,"[{'startDate': '2020-02-03', 'endDate': '2020-02-04', 'type': 'IEO', 'tokensForSale': 100000000, 'values': {'BNB': {'price': 0.00108}, 'USD': {'hardCap': 2000000, 'price': 0.02, 'raise': 2000000}}, 'ieoPlatformExchange': {'id': 2, 'name': 'Binance', 'slug': 'binance'}}, {'type': 'Private', 'tokensForSale': 50000000, 'values': {'USD': {'hardCap': 900000, 'price': 0.018, 'raise': 900000}}}]",Utility,
93,173655,219,c2x,C2X,CTX,Gaming,"[{'startDate': '2022-03-17', 'endDate': '2022-03-19', 'type': 'IEO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.08}}, 'ieoPlatformExchange': {'id': 143, 'name': 'FTX Spot', 'slug': 'ftx-spot'}}]",Utility,13400000.0
94,26107,220,injective-protocol,Injective,INJ,Exchange token,"[{'startDate': '2020-10-19', 'endDate': '2020-10-20', 'type': 'IEO', 'tokensForSale': 9000000, 'values': {'USD': {'price': 0.4, 'raise': 3600000}}, 'ieoPlatformExchange': {'id': 2, 'name': 'Binance', 'slug': 'binance'}}, {'type': 'Private', 'tokensForSale': 6000000, 'values': {'USD': {'price': 0.0833, 'raise': 500000}}}, {'type': 'Private', 'tokensForSale': 16670000, 'values': {'USD': {'price': 0.18, 'raise': 3000000}}}]",Utility,
95,142,222,medibloc,MediBloc,MED,Healthcare,"[{'startDate': '2017-11-13', 'endDate': '2017-12-15', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.0088, 'hardCap': 30000000, 'raise': 21271251}, 'BTC': {'price': 3.38e-07}, 'ETH': {'price': 1.269e-05}}}]",,
96,3946,223,coti,COTI,COTI,Protocol,"[{'startDate': '2019-06-04', 'endDate': '2019-06-04', 'type': 'IEO', 'tokensForSale': 46152000, 'values': {'USD': {'price': 0.065, 'raise': 3000000}}, 'ieoPlatformExchange': {'id': 36, 'name': 'Kucoin', 'slug': 'kucoin'}}, {'endDate': '2018-06-05', 'type': 'Private/Pre-sale', 'tokensForSale': 200200000, 'values': {'USD': {'price': 0.08, 'raise': 16016000}}}]",Utility,
97,33,225,status,Status,SNT,Social Network,"[{'startDate': '2017-06-20', 'endDate': '2017-06-20', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.037, 'hardCap': 90000000, 'raise': 107664907}, 'BTC': {'price': 1.4513e-05}, 'ETH': {'price': 0.0001}}}]",,
98,29377,227,mask-network,Mask Network,MASK,Social,"[{'startDate': '2021-02-20', 'endDate': '2021-02-24', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.95}}}]",Utility,
99,3910,229,origin-protocol,Origin Protocol,OGN,Protocol,"[{'endDate': '2017-11-10', 'type': 'Private', 'tokensForSale': 43800000, 'values': {'USD': {'price': 0.0685, 'raise': 3000000}}}, {'startDate': '2018-01-12', 'endDate': '2018-04-09', 'type': 'Private/Pre-sale', 'tokensForSale': 237500000, 'values': {'USD': {'price': 0.12, 'raise': 28510000}}}, {'startDate': '2018-06-18', 'endDate': '2018-07-31', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.1364, 'raise': 6600000}}}]",Utility,
