id,rank,slug,name,symbol,category,startDate,endDate,type,tokensForSale,hardCap,raised,ICO_price,ieoPlatformExchange.id,ieoPlatformExchange.name,ieoPlatformExchange.slug,tokenRole,totalTokensForSale,status.code,,,,,,,,,,,,,,,,,
29464,195,casper,Casper,CSPR,Blockchain infrastructure,3/23/2021 0:00:00,3/23/2021 0:00:00,ICO,800000000,,,0.015,,,,,,200,,,,,,,,,,,,,,,,,
29464,195,casper,Casper,CSPR,Blockchain infrastructure,3/25/2021 0:00:00,3/25/2021 0:00:00,ICO,400000000,,,0.02,,,,,,200,,,,,,,,,,,,,,,,,
29464,195,casper,Casper,CSPR,Blockchain infrastructure,3/26/2021 0:00:00,3/26/2021 0:00:00,ICO,400000000,,,0.03,,,,,,200,,,,,,,,,,,,,,,,,
29464,195,casper,Casper,CSPR,Blockchain infrastructure,,,Private,0,,,0.01,,,,,,200,,,,,,,,,,,,,,,,,
29464,195,casper,Casper,CSPR,Blockchain infrastructure,,,Private/Pre-sale,0,,,0.015,,,,,,200,,,,,,,,,,,,,,,,,
29464,195,casper,Casper,CSPR,Blockchain infrastructure,4/7/2021 0:00:00,4/8/2021 0:00:00,ICO,100000000,,,0.015,,,,,,200,,,,,,,,,,,,,,,,,
29464,195,casper,Casper,CSPR,Blockchain infrastructure,,,Seed,0,,,,,,,,,200,,,,,,,,,,,,,,,,,
7847,196,ultra,Ultra,UOS,Gaming,7/16/2019 0:00:00,7/17/2019 0:00:00,IEO,100000000,5000000,,0.05,,,,Utility,,200,,,,,,,,,,,,,,,,,
147914,199,floki-inu-new,Floki Inu,FLOKI,Meme,9/16/2021 0:00:00,9/16/2021 0:00:00,IEO,2000000000,,,0.0000458,23,Gate.io,gateio,Utility,,200,,,,,,,,,,,,,,,,,
26124,200,persistence,Persistence,XPRT,DeFi,3/31/2021 0:00:00,3/31/2021 0:00:00,IEO,1000000,,,0.4,84,AscendEX,bitmax,Utility,,200,,,,,,,,,,,,,,,,,
26124,200,persistence,Persistence,XPRT,DeFi,,,Pre-sale,10000000,,,0.1,,,,Utility,,200,,,,,,,,,,,,,,,,,
26124,200,persistence,Persistence,XPRT,DeFi,,,Private,6000000,,,0.25,,,,Utility,,200,,,,,,,,,,,,,,,,,
26124,200,persistence,Persistence,XPRT,DeFi,,,Seed,8000000,,,0.15,,,,Utility,,200,,,,,,,,,,,,,,,,,
169902,204,aleph-zero,Aleph Zero,AZERO,Blockchain infrastructure,,,Seed,50000000,,,0.04,,,,Utility,,200,,,,,,,,,,,,,,,,,
169902,204,aleph-zero,Aleph Zero,AZERO,Blockchain infrastructure,,,Seed,50000000,,,0.057,,,,Utility,,200,,,,,,,,,,,,,,,,,
169902,204,aleph-zero,Aleph Zero,AZERO,Blockchain infrastructure,10/5/2021 0:00:00,10/7/2021 0:00:00,ICO,100000000,,,0.1,,,,Utility,,200,,,,,,,,,,,,,,,,,
173655,205,c2x,C2X,CTX,Gaming,3/17/2022 0:00:00,3/19/2022 0:00:00,IEO,0,,,0.08,143,FTX Spot,ftx-spot,Utility,13400000,200,,,,,,,,,,,,,,,,,
148780,206,coin-98,Coin98,C98,DeFi,7/16/2021 0:00:00,7/23/2021 0:00:00,IEO,50000000,,,0.075,2,Binance,binance,,,200,,,,,,,,,,,,,,,,,
148780,206,coin-98,Coin98,C98,DeFi,,,Strategic,150000000,,,0.075,,,,,,200,,,,,,,,,,,,,,,,,
148780,206,coin-98,Coin98,C98,DeFi,,,Seed,50000000,,,0.025,,,,,,200,,,,,,,,,,,,,,,,,
8025,207,wink-token,WINkLink,WIN,Blockchain Service,7/24/2019 0:00:00,7/30/2019 0:00:00,IEO,49950000000,,,0.0001201,2,Binance,binance,Utility,199800000000,200,,,,,,,,,,,,,,,,,
8025,207,wink-token,WINkLink,WIN,Blockchain Service,,,Private/Pre-sale,149850000000,,,0.00006673,,,,Utility,199800000000,200,,,,,,,,,,,,,,,,,
21912,208,perpetual-protocol,Perpetual Protocol,PERP,DeFi,,,Private,28750000,,,0.08,,,,Utility,,200,,,,,,,,,,,,,,,,,
21912,208,perpetual-protocol,Perpetual Protocol,PERP,DeFi,9/9/2020 0:00:00,9/12/2020 0:00:00,ICO,7500000,,,,,,,Utility,,200,,,,,,,,,,,,,,,,,
3910,213,origin-protocol,Origin Protocol,OGN,Protocol,,11/10/2017 0:00:00,Private,43800000,,,0.0685,,,,Utility,,200,,,,,,,,,,,,,,,,,
3910,213,origin-protocol,Origin Protocol,OGN,Protocol,1/12/2018 0:00:00,4/9/2018 0:00:00,Private/Pre-sale,237500000,,,0.12,,,,Utility,,200,,,,,,,,,,,,,,,,,
3910,213,origin-protocol,Origin Protocol,OGN,Protocol,6/18/2018 0:00:00,7/31/2018 0:00:00,ICO,0,,,0.1364,,,,Utility,,200,,,,,,,,,,,,,,,,,
79,214,dent,Dent,DENT,Marketplace,,7/26/2017 0:00:00,ICO,0,,,0.0006,,,,,,200,,,,,,,,,,,,,,,,,
6474,215,fetch-ai,Fetch AI,FET,Artificial Intelligence,2/25/2019 0:00:00,2/25/2019 0:00:00,IEO,69205152,,,0.0867,2,Binance,binance,Utility,230599515,200,,,,,,,,,,,,,,,,,
6474,215,fetch-ai,Fetch AI,FET,Artificial Intelligence,3/1/2018 0:00:00,9/24/2018 0:00:00,Private/Pre-sale,0,,,0.05267,,,,Utility,230599515,200,,,,,,,,,,,,,,,,,
7505,216,chromia,Chromia,CHR,Blockchain Service,5/28/2019 0:00:00,5/28/2019 0:00:00,IEO,40000000,,,0.05,36,Kucoin,kucoin,Utility,219600000,200,,,,,,,,,,,,,,,,,
7505,216,chromia,Chromia,CHR,Blockchain Service,,8/4/2018 0:00:00,Private/Pre-sale,179600000,,,0.058,,,,Utility,219600000,200,,,,,,,,,,,,,,,,,
20041,217,wazirx,WazirX,WRX,Exchange token,2/3/2020 0:00:00,2/4/2020 0:00:00,IEO,100000000,2000000,,0.02,2,Binance,binance,Utility,,200,,,,,,,,,,,,,,,,,
20041,217,wazirx,WazirX,WRX,Exchange token,,,Private,50000000,900000,,0.018,,,,Utility,,200,,,,,,,,,,,,,,,,,
3924,218,celer-network,Celer Network,CELR,Blockchain Service,3/19/2019 0:00:00,3/19/2019 0:00:00,IEO,600000000,,,0.0067,2,Binance,binance,,3300000000,200,,,,,,,,,,,,,,,,,
3924,218,celer-network,Celer Network,CELR,Blockchain Service,7/1/2018 0:00:00,7/31/2018 0:00:00,Private/Pre-sale,1500000000,,,0.015,,,,,3300000000,200,,,,,,,,,,,,,,,,,
3946,219,coti,COTI,COTI,Protocol,6/4/2019 0:00:00,6/4/2019 0:00:00,IEO,46152000,,,0.065,36,Kucoin,kucoin,Utility,,200,,,,,,,,,,,,,,,,,
3946,219,coti,COTI,COTI,Protocol,,6/5/2018 0:00:00,Private/Pre-sale,200200000,,,0.08,,,,Utility,,200,,,,,,,,,,,,,,,,,
26107,220,injective-protocol,Injective,INJ,Exchange token,10/19/2020 0:00:00,10/20/2020 0:00:00,IEO,9000000,,,0.4,2,Binance,binance,Utility,,200,,,,,,,,,,,,,,,,,
26107,220,injective-protocol,Injective,INJ,Exchange token,,,Private,6000000,,,0.0833,,,,Utility,,200,,,,,,,,,,,,,,,,,
26107,220,injective-protocol,Injective,INJ,Exchange token,,,Private,16670000,,,0.18,,,,Utility,,200,,,,,,,,,,,,,,,,,
33,224,status,Status,SNT,Social Network,6/20/2017 0:00:00,6/20/2017 0:00:00,ICO,0,90000000,,0.037,,,,,,200,,,,,,,,,,,,,,,,,
27459,226,api-3,API3,API3,Blockchain Service,11/30/2020 0:00:00,12/3/2020 0:00:00,ICO,20000000,,,2,,,,Utility,,200,,,,,,,,,,,,,,,,,
27459,226,api-3,API3,API3,Blockchain Service,,,Seed,10000000,,,,,,,Utility,,200,,,,,,,,,,,,,,,,,
6737,227,ocean-protocol,Ocean Protocol,OCEAN,Data Service,4/30/2019 0:00:00,5/3/2019 0:00:00,IEO,0,,,0.12,11,Bittrex,bittrex,Utility,,200,,,,,,,,,,,,,,,,,
6737,227,ocean-protocol,Ocean Protocol,OCEAN,Data Service,7/1/2019 0:00:00,3/20/2019 0:00:00,Private/Pre-sale,0,,,0.25,,,,Utility,,200
