,id,rank,name,symbol,category,tokenRole,totalTokensForSale,endDate,type,tokensForSale,startDate,ieoPlatformExchange,ICO_price,intended_raise,hardCap,softCap,actual_raised,platform,date_1,price_1,sale_1,cumulative_realized_ROI_1,date_2,price_2,sale_2,cumulative_realized_ROI_2,date_3,price_3,sale_3,cumulative_realized_ROI_3,date_4,price_4,sale_4,cumulative_realized_ROI_4,date_5,price_5,sale_5,cumulative_realized_ROI_5,date_6,price_6,sale_6,cumulative_realized_ROI_6
1342,171059,,IndoDEX,IDDX,Exchange token,Utility,,2021-11-16,IDO,0,2021-11-09,,0.00635,600000.0,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,171092,1459.0,Nova Finance,NOVA,DeFi,Utility,,2021-12-12,IDO,100000,2021-12-09,,2.0,200000.0,,,,['SLIM'],2022-02-19 00:00:00+00:00,2.8581815,0.5341226678125001,0.26706133390625003,2022-03-21 00:00:00+00:00,1.68934569,0.32968636981406246,0.4319045188132813,2022-04-20 00:00:00+00:00,1.706799331633,0.2801616279931901,0.5719853328098763,,,,,,,,,,,,
1615,171105,,Age of Tanks,AOT,Gaming,Utility,,2021-11-29,IDO,3000000,2021-11-29,,0.1,300000.0,,,,"['SFUND', 'EJS']",2022-02-19 00:00:00+00:00,0.10294218,0.0192373198875,0.19237319887499998,2022-03-21 00:00:00+00:00,0.03299089,0.006438378376562501,0.256756982640625,2022-04-20 00:00:00+00:00,0.019748066261,0.0032415353643862306,0.2891723362844873,,,,,,,,,,,,
653,171106,1484.0,Kryxivia,KXA,Gaming,Utility,,2021-12-03,IDO,10000000,2021-12-03,,0.015,150000.0,,,,"['START', 'POOLZ', 'bullperks', 'EJS']",2022-02-19 00:00:00+00:00,0.03600287,0.00672803633125,0.4485357554166667,2022-03-21 00:00:00+00:00,0.02221175,0.0043347618359375,0.7375198778125001,2022-04-20 00:00:00+00:00,0.051183197831,0.00840143757058478,1.2976157158514854,,,,,,,,,,,,
442,171109,1043.0,Symbiosis Finance,SIS,Exchange token,Utility,,2021-12-02,IEO,650000,2021-12-01,"{'id': 124, 'name': 'Bybit', 'slug': 'bybit'}",0.8,520000.0,,,,['DAO'],2022-02-19 00:00:00+00:00,2.20284082,0.41165587823750005,0.514569847796875,2022-03-21 00:00:00+00:00,1.23629958,0.24127158990937503,0.8161593351835938,2022-04-20 00:00:00+00:00,1.152324496246,0.18914766420480955,1.0525939154396058,,,,,,,,,,,,
1727,171110,,DeHR,DHR,Social,Utility,,2021-12-12,IDO,7000000,2021-12-12,,0.02,140000.0,,,,,2022-02-24 00:00:00+00:00,0.00792138,0.0014803078875000003,0.07401539437500002,,,,,,,,,,,,,,,,,,,,
525,171112,1226.0,Kaizen Finance,KZEN,DeFi,Utility,,2022-04-26,IEO,2000000,2022-04-25,"{'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}",0.04,80000.0,,,,"['TPAD', 'synapse']",2022-04-28 00:00:00+00:00,0.093851729746,0.01753854199628375,0.4384635499070938,,,,,,,,,,,,,,,,,,,,
313,171131,748.0,Sportium,SPRT,Non-Fungible Tokens (NFT),,,2021-12-08,IDO,10000000,2021-12-07,,0.03,324000.0,,,,['IF'],2022-02-19 00:00:00+00:00,0.51214447,0.09570699783125,3.190233261041667,2022-03-21 00:00:00+00:00,1.97112578,0.384677515503125,16.012817111145836,2022-04-20 00:00:00+00:00,0.973889070346,0.15985848035917669,21.341433123118392,,,,,,,,,,,,
1243,171138,,Meland,MELD,Gaming,Utility,,2021-12-07,IDO,14285714,2021-12-07,,0.007,100000.0,,,,"['POOLZ', 'BSCS']",2022-02-19 00:00:00+00:00,0.004323,0.000807860625,0.11540866071428571,2022-03-21 00:00:00+00:00,0.00288699,0.0005634141421875,0.1958963953125,2022-04-20 00:00:00+00:00,0.001893133145,0.00031074728826124967,0.24028886506410707,,,,,,,,,,,,
1999,171139,,Quizarena,QZA,Gaming,Utility,,2021-12-08,IDO,11718750,2021-12-08,,0.0128,150000.0,,,,"['POOLZ', 'BSCS', 'cyberfi']",2022-02-19 00:00:00+00:00,0.00222052,0.0004149596750000001,0.032418724609375005,2022-03-21 00:00:00+00:00,0.00239357,0.00046712014531249995,0.06891248596191406,2022-04-20 00:00:00+00:00,0.003375692796,0.0005541012184645026,0.11220164365445331,,,,,,,,,,,,
647,171140,1475.0,Niftify,NIFT,Non-Fungible Tokens (NFT),Utility,,2021-11-18,IDO,600000,2021-11-18,,0.25,150000.0,,,,['synapse'],2022-02-19 00:00:00+00:00,0.07102536,0.01327286415,0.0530914566,2022-03-21 00:00:00+00:00,0.05967811,0.0116465561546875,0.09967768121875001,2022-04-20 00:00:00+00:00,0.033580653819,0.005512077763708494,0.12172599227358398,,,,,,,,,,,,
740,171177,1649.0,Fantom Maker,FAME,DeFi,Utility,,2022-01-17,IDO,4000000,2022-01-16,,0.025,100000.0,100000.0,,,['DAO'],2022-03-07 00:00:00+00:00,0.04733248,0.008845257200000001,0.35381028800000003,2022-04-06 00:00:00+00:00,0.053446996958,0.010430515500084689,0.7710309080033875,2022-05-06 00:00:00+00:00,0.038713620615,0.006354625746561562,1.0252159378658499,,,,,,,,,,,,
1626,171178,,Moo Monster,MOO,Gaming,Utility,,2021-12-02,IEO,833333,2021-12-01,"{'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}",0.06,50000.0,,,,"['TPAD', 'GAME']",2022-02-19 00:00:00+00:00,0.14322832,0.0267657923,0.44609653833333335,2022-03-21 00:00:00+00:00,0.05222004,0.010191067181250001,0.6159476580208334,2022-04-20 00:00:00+00:00,0.033139278593,0.005439628472464798,0.7066081325619133,,,,,,,,,,,,
502,171186,1174.0,Space Falcon,FCON,Gaming,Utility,,2022-01-26,IEO,50000000,2022-01-25,"{'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}",0.002,100000.0,,,,"['RAY', 'moonSTART']",2022-02-19 00:00:00+00:00,0.00414046,0.0007737484625000001,0.38687423125000003,2022-03-21 00:00:00+00:00,0.00278387,0.0005432896296875,0.6585190460937501,2022-04-20 00:00:00+00:00,0.002026489206,0.00033263694480146713,0.8248375184944836,,,,,,,,,,,,
346,171188,827.0,BlockchainSpace,GUILD,Gaming,Utility,,2021-12-11,IDO,27690000,2021-12-08,,0.517154,14320000.0,,,,,2022-02-19 00:00:00+00:00,0.26751786,0.0499924000875,0.09666830400132262,2022-03-21 00:00:00+00:00,0.19326751,0.037717362498437504,0.1696008589045768,2022-04-20 00:00:00+00:00,0.168025537167,0.027580458443288765,0.22293208798390088,,,,,,,,,,,,
2042,171210,,TabTrader,TTT,Trading and investment,Utility,,2021-12-02,IDO,10000000,2021-12-01,,0.1,1000000.0,,,,"['SLIM', 'RAY']",2022-02-19 00:00:00+00:00,0.07553315,0.01411525740625,0.14115257406249998,2022-03-21 00:00:00+00:00,0.05475982,0.010686721121875001,0.24801978528125,2022-04-20 00:00:00+00:00,0.050863880973,0.008349023482340817,0.33151002010465813,,,,,,,,,,,,
1766,171211,,Fancy Games,FNC,Gaming,Utility,,2021-12-14,IDO,6500000,2021-12-13,,0.05,325000.0,,,,['IF'],2022-02-19 00:00:00+00:00,0.52115285,0.09739043884375001,1.947808776875,2022-03-21 00:00:00+00:00,0.17321631,0.0338042454984375,2.62389368684375,2022-04-20 00:00:00+00:00,0.168749519501,0.027699296121258613,3.1778796092689223,,,,,,,,,,,,
1769,171213,,Atlantis Metaverse,TAU,Gaming,Utility,,2021-12-08,IDO,1041666,2021-12-08,,0.12,125000.0,,,,"['BSCPAD', 'GZONE', 'EJS']",2022-02-19 00:00:00+00:00,0.09028096,0.0168712544,0.14059378666666666,2022-03-21 00:00:00+00:00,0.03946906,0.007702633740625,0.20478240117187502,2022-04-20 00:00:00+00:00,0.033712177108,0.005533666580907059,0.2508962893461005,,,,,,,,,,,,
531,171214,1239.0,UniX Gaming,UNIX,Gaming,Utility,,2021-11-26,IDO,26870000,2021-11-23,,0.831410494975809,22340000.0,,,,,2022-02-19 00:00:00+00:00,0.2605424,0.04868886100000001,0.05856175895568491,2022-03-21 00:00:00+00:00,0.18992905,0.037065841164062495,0.10314363684639036,2022-04-20 00:00:00+00:00,0.183670013919,0.030148412387674524,0.13940540232789506,,,,,,,,,,,,
1360,171217,,IotexPad,TEX,Blockchain Service,Utility,,2022-03-10,IDO,2000000,2022-03-10,,0.1,200000.0,,,,,2022-04-12 00:00:00+00:00,0.164206569625,0.030686102698671877,0.30686102698671874,2022-05-12 00:00:00+00:00,0.081099867805,0.01582714607631953,0.4651324877499141,,,,,,,,,,,,,,,,
2045,171220,,Prometheus,MGA,Gaming,Utility,,2021-11-30,IDO,157142,2021-11-30,,0.7,110000.0,,,,"['PKF', 'DAO', 'GAFI']",2022-02-19 00:00:00+00:00,0.42491374,0.07940575516250001,0.11343679308928574,2022-03-21 00:00:00+00:00,0.28348351,0.0553235787484375,0.192470477015625,2022-04-20 00:00:00+00:00,0.13787448747,0.022631331142697914,0.22480095007662204,,,,,,,,,,,,
433,171226,1022.0,Madworld,UMAD,Non-Fungible Tokens (NFT),Utility,,2021-11-27,IDO,15000000,,,0.028,420000.0,,,,['PAID'],2022-02-19 00:00:00+00:00,0.16331172,0.030518877675,1.0899599169642857,2022-03-21 00:00:00+00:00,0.13115892,0.02559648298125,2.0041200234375,2022-04-20 00:00:00+00:00,0.13185458435,0.021643197489723685,2.777091362356203,,,,,,,,,,,,
602,171227,1394.0,MetaSoccer,MSU,Gaming,Utility,,2021-12-16,IEO,1666667,2021-12-15,"{'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}",0.03,50000.0,,,,['DAO'],2022-02-19 00:00:00+00:00,0.12835899,0.02398708625625,0.7995695418750001,2022-03-21 00:00:00+00:00,0.10802868,0.02108247208125,1.5023186112500002,2022-04-20 00:00:00+00:00,0.121657335777,0.01996937578829991,2.1679644708599968,,,,,,,,,,,,
614,171228,1414.0,ShopNEXT,NEXT,Market,Utility,,2021-12-01,IEO,4000000,2021-11-30,"{'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}",0.015,60000.0,,,,,2022-02-19 00:00:00+00:00,0.04499044,0.008407588475,0.5605058983333333,2022-03-21 00:00:00+00:00,0.01847143,0.0036048150109375,0.8008268990625,2022-04-20 00:00:00+00:00,0.018546874688,0.003044366441018183,1.0037846617970456,,,,,,,,,,,,
836,171229,1817.0,Marvelous NFTs,MNFT,Gaming,Utility,,2022-01-14,IDO,1250000,2022-01-05,,0.12,150000.0,,,,"['BSCPAD', 'GZONE', 'duck']",2022-02-19 00:00:00+00:00,0.25729522,0.0480820442375,0.4006837019791667,2022-03-21 00:00:00+00:00,0.08154859,0.0159147170171875,0.5333063437890626,2022-04-20 00:00:00+00:00,0.057465125349,0.009432581072787962,0.6119111860622957,,,,,,,,,,,,
562,171233,1302.0,PathDAO,PATH,Gaming,Utility,,2021-12-03,IDO,8333333,2021-12-03,,0.015,125000.0,,,,,2022-02-19 00:00:00+00:00,0.03896222,0.0072810648625000005,0.48540432416666673,2022-03-21 00:00:00+00:00,0.02908957,0.0056770113953125,0.8638717505208333,,,,,,,,,,,,,,,,
1502,171263,,Last Survivor,LSC,Gaming,,,2021-12-09,IDO,7333333,2021-12-08,,0.015,110000.0,,,,"['SFUND', 'EJS']",2022-02-19 00:00:00+00:00,0.01247088,0.0023304957000000004,0.15536638000000003,2022-03-21 00:00:00+00:00,0.0053862,0.00105115059375,0.22544308625000004,2022-04-20 00:00:00+00:00,0.003543877926,0.0005817078731846944,0.2642236111289797,,,,,,,,,,,,
770,171264,1705.0,Creaticles,CRE8,Dapp,Utility,,2021-12-03,IEO,526316,2021-12-02,"{'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}",0.095,50000.0,,,,,2022-02-19 00:00:00+00:00,0.01719745,0.0032137734687500003,0.03382919440789474,2022-03-21 00:00:00+00:00,0.01230831,0.0024020436234375,0.05911386412828948,2022-04-20 00:00:00+00:00,0.011862337125,0.0019471367366686186,0.07961004030374862,,,,,,,,,,,,
454,171265,1062.0,Blockasset,BLOCK,Non-Fungible Tokens (NFT),Utility,,2021-12-09,IDO,1923077,2021-12-03,,0.078,150000.0,,,,"['DAO', 'SLIM']",2022-02-19 00:00:00+00:00,0.23768478,0.044417343262500006,0.56945311875,2022-03-21 00:00:00+00:00,0.15048431,0.029367953623437502,0.9459653446915065,2022-04-20 00:00:00+00:00,0.231013794655,0.037919630972380665,1.4321144597220279,,,,,,,,,,,,
1347,171266,,DePocket,DEPO,DeFi,Utility,,2021-11-30,IDO,646000,2021-11-30,,0.25,161500.0,,,,['duck'],2022-02-19 00:00:00+00:00,0.11639273,0.02175089141875,0.087003565675,2022-03-21 00:00:00+00:00,0.19310847,0.0376863248484375,0.23774886506875,2022-04-20 00:00:00+00:00,0.115645166247,0.01898251156115945,0.3136789113133878,,,,,,,,,,,,
2055,171275,,BitLocus,BTL,Financial services,Utility,,2021-12-02,IEO,2500000,2021-12-01,"{'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}",0.02,50000.0,,,,['DAO'],2022-02-19 00:00:00+00:00,0.03522937,0.006583488518750001,0.3291744259375,2022-03-21 00:00:00+00:00,0.01979201,0.0038625344515625,0.5223011485156249,2022-04-20 00:00:00+00:00,0.027626112067,0.0045346728161698505,0.7490347893241175,,,,,,,,,,,,
1761,171276,,Colony,CLNY,DeFi,Utility,,2021-12-14,IDO,12300000,2021-12-14,,0.577235772357724,7100000.0,,,,,2022-02-19 00:00:00+00:00,0.36781319,0.06873508988125,0.11907628247033442,2022-03-21 00:00:00+00:00,0.25770365,0.050292477945312504,0.20620268792488983,2022-04-20 00:00:00+00:00,0.255245509296,0.04189713230898695,0.2787850438967967,,,,,,,,,,,,
402,171280,964.0,Cornucopias,COPI,Gaming,Utility,,2021-12-10,IDO,47945205,2021-12-10,,0.00365,175000.0,,,,['PAID'],2022-02-22 00:00:00+00:00,0.02468791,0.0046135531812500005,1.2639871729452057,2022-03-24 00:00:00+00:00,0.025361652501,0.004949484995898281,2.6200104594926796,2022-04-23 00:00:00+00:00,0.048322051764,0.00793179633906982,4.793105346909069,,,,,,,,,,,,
1362,171281,,CheersLand,CHEERS,Gaming,Utility,,2021-11-29,IDO,1200000,2021-11-29,,0.125,150000.0,,,,['BSCS'],2022-02-22 00:00:00+00:00,0.03870465,0.00723293146875,0.05786345175,2022-03-24 00:00:00+00:00,0.028160756693,0.005495747673368281,0.10182943313694626,2022-04-23 00:00:00+00:00,0.021516516359,0.003531816623171566,0.13008396612231876,,,,,,,,,,,,
1199,171319,,12 Legions,CTL,Gaming,,,2021-12-04,IDO,4000000,2021-12-03,,0.025,100000.0,,,,"['START', 'GAME']",2022-02-19 00:00:00+00:00,0.00659235,0.0012319454062500001,0.04927781625,2022-03-21 00:00:00+00:00,0.00300259,0.0005859742046875,0.0727167844375,2022-04-20 00:00:00+00:00,0.002194354041,0.00036019102487683984,0.0871244254325736,,,,,,,,,,,,
1111,171320,,Attack Wagon,ATK,Gaming,Utility,,2021-12-03,IDO,5000000,2021-12-03,,0.025,125000.0,,,,"['SFUND', 'EJS']",2022-02-19 00:00:00+00:00,0.01212566,0.0022659827125,0.0906393085,2022-03-21 00:00:00+00:00,0.00690862,0.001348260371875,0.144569723375,2022-04-20 00:00:00+00:00,0.006149494965,0.0010094054343705225,0.18494594074982093,,,,,,,,,,,,
569,171328,1320.0,Starly,STARLY,Non-Fungible Tokens (NFT),Utility,,2022-01-26,IDO,250000,2022-01-14,,0.8,200000.0,,,,,2022-02-19 00:00:00+00:00,0.9759857,0.18238732768750002,0.22798415960937501,2022-03-21 00:00:00+00:00,0.4789308,0.0934663389375,0.34481708328125,2022-04-20 00:00:00+00:00,0.434046999384,0.07124640355737383,0.43387508772796735,,,,,,,,,,,,
508,171329,1185.0,Galaxy Fight Club,GCOIN,Gaming,Utility,,2022-01-07,IEO,200000,2022-01-06,"{'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}",0.5,100000.0,,,,"['POLS', 'CGG']",2022-02-19 00:00:00+00:00,0.57082574,0.1066730601625,0.213346120325,2022-03-21 00:00:00+00:00,0.26350905,0.05142543803906251,0.31619699640312504,2022-04-20 00:00:00+00:00,0.569280939286,0.0934443034866106,0.5030856033763462,,,,,,,,,,,,
342,171331,823.0,Hubble Protocol,HBB,DeFi,Utility,,2022-01-26,IDO,1500000,2022-01-19,,1.0,1500000.0,,,,"['DAO', 'SLIM']",2022-02-19 00:00:00+00:00,1.13478509,0.21206296369375002,0.21206296369375002,2022-03-21 00:00:00+00:00,0.72904133,0.1422769720578125,0.35433993575156253,2022-04-20 00:00:00+00:00,1.369503628709,0.22479641223822272,0.5791363479897852,,,,,,,,,,,,
1064,171333,,PixelSQUID,PIXELSQUID,Gaming,Utility,,2021-11-28,IDO,0,2021-11-28,,0.0022,225000.0,,,,,2022-02-19 00:00:00+00:00,1.238e-05,2.3135125e-06,0.0010515965909090909,2022-03-21 00:00:00+00:00,1.642e-05,3.2044656249999997e-06,0.0025081718749999996,2022-04-20 00:00:00+00:00,1.3416679e-05,2.2022733201481476e-06,0.0035092052023400666,,,,,,,,,,,,
815,171334,1779.0,Torekko,TRK,Entertainment,Utility,,2021-11-29,IDO,1315789,2021-11-29,,0.133,175000.0,,,,,2022-02-19 00:00:00+00:00,0.01922859,0.0035933427562500004,0.02701761470864662,2022-03-21 00:00:00+00:00,0.01123294,0.002192178446875,0.04350015942199248,2022-04-20 00:00:00+00:00,0.011886076134,0.0019510333631115298,0.05816958320478594,,,,,,,,,,,,
1506,171335,,CryptoVsZombie,CVZ,Gaming,Utility,,2021-12-14,IDO,5263157,2021-12-14,,0.019,100000.0,,,,"['POOLZ', 'BSCS', 'gamestation']",2022-02-19 00:00:00+00:00,0.00871926,0.0016294117125,0.08575851118421053,2022-03-21 00:00:00+00:00,0.00453277,0.0008845983953125001,0.13231632146381578,2022-04-20 00:00:00+00:00,0.002875829724,0.00047205147223498535,0.15716113579197294,,,,,,,,,,,,
277,171361,671.0,Santos FC Fan Token,SANTOS,Fan Token,Utility,,2021-12-01,IDO,400000,2021-12-01,,2.5,1000000.0,,,,['pacake'],2022-02-19 00:00:00+00:00,2.5879121,0.48361607368750004,0.19344642947500001,2022-03-21 00:00:00+00:00,6.28881704,1.2273019504625,0.6843672096600001,2022-04-20 00:00:00+00:00,4.6660758019260005,0.7659104200354279,0.9907313776741711,,,,,,,,,,,,
858,171362,1852.0,UpOnly,UPO,Data Service,Utility,,2022-04-01,IDO,125000,2022-04-01,,0.16,20000.0,,,,"['moonSTART', 'synapse']",2022-04-07 00:00:00+00:00,0.452881569461,0.08463224329302438,0.5289515205814024,2022-05-07 00:00:00+00:00,0.168389528614,0.03286226894357594,0.734340701478752,,,,,,,,,,,,,,,,
1716,171371,,DopeWarz,DRUG,Gaming,Utility,,2021-12-01,IDO,4166666,2021-12-01,,0.03,125000.0,,,,"['PKF', 'gamestation']",2022-02-19 00:00:00+00:00,0.00823617,0.00153913426875,0.051304475625000005,2022-03-21 00:00:00+00:00,0.0032983,0.000643683859375,0.07276060427083335,2022-04-20 00:00:00+00:00,0.002791205977,0.00045816095430062425,0.08803263608085415,,,,,,,,,,,,
1192,171372,,Zombie World Z,ZWZ,Gaming,Utility,,2021-12-15,IDO,4687500,2021-12-15,,0.016,75000.0,,,,,2022-02-19 00:00:00+00:00,0.18623942,0.0348034916125,2.1752182257812502,2022-03-21 00:00:00+00:00,0.05847303,0.011411377260937501,2.888429304589844,2022-04-20 00:00:00+00:00,0.032024461327,0.005256637411729702,3.21696914282295,,,,,,,,,,,,
1215,171373,,Bit Hotel,BTH,Gaming,Utility,,2021-12-22,IDO,14705882,2021-12-22,,0.017,250000.0,,,,"['SFUND', 'TPAD', 'GAME', 'EJS']",2022-02-19 00:00:00+00:00,0.0498083,0.009307926062500001,0.5475250625,2022-03-21 00:00:00+00:00,0.03167727,0.0061820172234375,0.9111731344669118,2022-04-20 00:00:00+00:00,0.024758757788,0.004064012541145434,1.1502326957107607,,,,,,,,,,,,
1221,171374,,Polygen,PGEN,DeFi,Utility,,2021-12-07,IDO,3000000,2021-12-07,,0.025,75000.0,,,,['TPAD'],2022-02-19 00:00:00+00:00,0.00556063,0.00103914273125,0.04156570925,2022-03-21 00:00:00+00:00,0.00361291,0.0007050819671875,0.0697689879375,2022-04-20 00:00:00+00:00,0.003069445795,0.0005038324746361913,0.08992228692294764,,,,,,,,,,,,
1737,171375,,Totem,CTZN,Blockchain Service,Utility,,2021-12-17,IDO,4750000,2021-12-17,,0.05,237500.0,,,,"['PAID', 'POLS', 'bullperks']",2022-02-19 00:00:00+00:00,0.0378543,0.007074022312500001,0.14148044625,2022-03-21 00:00:00+00:00,0.03037092,0.00592707485625,0.26002194337499995,2022-04-20 00:00:00+00:00,0.026333398648,0.004322481090239671,0.34647156517979344,,,,,,,,,,,,
1627,171384,,DoragonLand,DOR,Gaming,Utility,,2021-12-01,IDO,6000000,2021-11-30,,0.02,120000.0,,,,,2022-02-19 00:00:00+00:00,0.01193437,0.00223023539375,0.11151176968750001,2022-03-21 00:00:00+00:00,0.01086719,0.0021208000484375,0.21755177210937499,2022-04-20 00:00:00+00:00,0.007447523615,0.0012224696259400545,0.2786752534063778,,,,,,,,,,,,
1924,171398,,Domi Online,DOMI,Gaming,Utility,,2021-12-15,IDO,11666667,2021-12-15,,0.024,280000.0,,,,"['POLS', 'CGG']",2022-02-19 00:00:00+00:00,0.22982467,0.042948485206250005,1.7895202169270834,2022-03-21 00:00:00+00:00,0.12985574,0.025342159259375,2.845443519401042,2022-04-20 00:00:00+00:00,0.081080952885,0.013308987962730903,3.3999846845148296,,,,,,,,,,,,
972,171403,2051.0,Operon Origins,ORO,Gaming,Utility,,2021-12-02,IDO,2000000,2021-12-02,,0.1,200000.0,,,,"['BSCPAD', 'GZONE']",2022-02-19 00:00:00+00:00,0.05494809,0.01026842431875,0.1026842431875,2022-03-21 00:00:00+00:00,0.02128788,0.00415446283125,0.1442288715,2022-04-20 00:00:00+00:00,0.024294591788,0.003987822270966062,0.1841070942096606,,,,,,,,,,,,
436,171410,1028.0,Geojam,JAM,Entertainment,Utility,,2022-01-31,IDO,20000000,2022-01-31,,0.005,100000.0,100000.0,,,"['EJS', 'synapse']",2022-04-01 00:00:00+00:00,0.02104918438,0.0039335663310125,0.7867132662024999,2022-05-01 00:00:00+00:00,0.010937372305,0.0021344965638976565,1.2136125789820313,,,,,,,,,,,,,,,,
1854,171411,,Xion,XGT,DeFi,Utility,,2021-07-07,IDO,630000,2021-07-07,,0.180001800018,113400.0,,,,['BSCPAD'],2022-02-22 00:00:00+00:00,0.03508623,0.006556739231250001,0.03642596479920941,2022-03-24 00:00:00+00:00,0.018230499411,0.0035577959006779687,0.05619129992542589,2022-04-23 00:00:00+00:00,0.013133148976,0.002155733441887949,0.0681674770618344,,,,,,,,,,,,
779,171412,1721.0,Souni,SON,Gaming,Utility,,2021-12-05,IDO,200000000,2021-12-04,,0.00145,290000.0,,,,['GAME'],2022-03-15 00:00:00+00:00,0.00380316,0.0007107155250000001,0.4901486379310346,2022-04-14 00:00:00+00:00,0.002841724174,0.0005545802333321875,0.8726177643670259,2022-05-14 00:00:00+00:00,0.002067954016,0.0003394431630010687,1.1067164974712114,,,,,,,,,,,,
1876,171413,,Fintropy,FINT,Financial services,Utility,,2021-12-02,IDO,2000000,2021-12-02,,0.2,400000.0,,,,,2022-02-19 00:00:00+00:00,0.04872194,0.0091049125375,0.0455245626875,2022-03-21 00:00:00+00:00,0.0156813,0.003060303703125,0.060826081203125,,,,,,,,,,,,,,,,
421,171432,998.0,Spark Era,FIRE,Gaming,Utility,,2021-12-21,IDO,18750000,2021-12-21,,0.008,150000.0,150000.0,,,"['SFUND', 'EJS', 'synapse']",2022-04-14 00:00:00+00:00,0.012942546862,0.00241863844483625,0.30232980560453127,2022-05-14 00:00:00+00:00,0.014084759921,0.0027487289283326566,0.6459209216461133,,,,,,,,,,,,,,,,
1726,171433,,Fishing Town,FHTN,Gaming,Utility,,2021-12-22,IDO,1000000,2021-12-21,,0.05,50000.0,,,,['TPAD'],2022-02-19 00:00:00+00:00,0.04225324,0.007896074225,0.15792148450000001,2022-03-21 00:00:00+00:00,0.02043222,0.003987475434375,0.2376709931875,2022-04-20 00:00:00+00:00,0.01398745843,0.0022959635925604463,0.28359026503870893,,,,,,,,,,,,
758,171434,1677.0,Crypto Fight Club,FIGHT,Gaming,Utility,,2021-12-17,IDO,12500000,2021-12-17,,0.02,250000.0,,,,"['POLS', 'GAME']",2022-02-19 00:00:00+00:00,0.05832041,0.01089862661875,0.5449313309375,2022-03-21 00:00:00+00:00,0.02497997,0.0048749972703125005,0.788681194453125,2022-04-20 00:00:00+00:00,0.01324025623,0.002173314502586989,0.8973469195824745,,,,,,,,,,,,
2041,171440,,Artemis Vision,ARV,Social Network,Utility,,2022-02-08,IDO,125000,2022-02-08,,0.8,100000.0,,,,,2022-02-19 00:00:00+00:00,2.92611066,0.5468169295875001,0.6835211619843751,2022-03-21 00:00:00+00:00,1.87087664,0.36511326927500004,1.139912748578125,2022-04-20 00:00:00+00:00,0.963579048731,0.1581661475894305,1.3376204330649133,,,,,,,,,,,,
1248,171442,,Auditchain,AUDT,Protocol,Utility,,2021-12-14,IDO,1000000,2021-12-14,,0.2,200000.0,200000.0,,,['TPAD'],2022-04-15 00:00:00+00:00,0.202469355373,0.03783646078532938,0.1891823039266469,2022-05-15 00:00:00+00:00,0.174974303039,0.034147328827454845,0.35991894806392116,,,,,,,,,,,,,,,,
424,171443,1004.0,Solice,SLC,VR,Utility,,2022-01-07,IEO,1428572,2022-01-06,"{'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}",0.07,100000.0,,,,"['PKF', 'DAO', 'SLIM', 'GAFI']",2022-02-19 00:00:00+00:00,1.68045574,0.3140351664125,4.486216663035714,2022-03-21 00:00:00+00:00,1.60852523,0.3139137519171875,8.97069883328125,2022-04-20 00:00:00+00:00,0.629091548493,0.10326188270411914,10.445868586197237,,,,,,,,,,,,
1901,171445,,Rikkei Finance,RIFI,DeFi,Utility,,2021-12-07,IDO,1000000,2021-12-07,,0.1,100000.0,,,,['PKF'],2022-02-19 00:00:00+00:00,0.13309227,0.024871617956250005,0.24871617956250003,2022-03-21 00:00:00+00:00,0.03673877,0.007169800582812499,0.32041418539062505,2022-04-20 00:00:00+00:00,0.046527288756,0.007637195962291987,0.39678614501354487,,,,,,,,,,,,
565,171473,1316.0,RunNode,RUN,Blockchain Service,Utility,,2021-12-07,IDO,16666667,2021-12-06,,0.06,1000000.0,,,,['RAY'],2022-02-19 00:00:00+00:00,0.04063262,0.007593220862500001,0.12655368104166667,2022-03-21 00:00:00+00:00,0.0221469,0.0043221059531250005,0.1985887802604167,2022-04-20 00:00:00+00:00,0.019946338863,0.0032740807104812628,0.2531567921017711,,,,,,,,,,,,
571,171482,1326.0,Realy,REAL,Entertainment,Utility,,2021-12-10,IDO,500000,2021-12-09,,1.0,500000.0,,,,,2022-02-19 00:00:00+00:00,5.45560177,1.0195155807687502,1.0195155807687502,2022-03-21 00:00:00+00:00,4.92197717,0.9605546070828125,1.9800701878515627,2022-04-20 00:00:00+00:00,4.155710173506,0.68213673751757,2.6622069253691327,,,,,,,,,,,,
1628,171483,,Monster Battle,MBS,Gaming,Utility,,2021-12-09,IDO,12500000,2021-12-07,,0.008,100000.0,,,,['GAME'],2022-02-22 00:00:00+00:00,0.00045032,8.415355e-05,0.010519193750000001,2022-03-24 00:00:00+00:00,0.000368169161,7.185051282640626e-05,0.01950050785330078,2022-04-23 00:00:00+00:00,0.000302701052,4.9686695999835515e-05,0.02571134485328022,,,,,,,,,,,,
